Median_House_Value,Median_Income,Median_Age,Tot_Rooms,Tot_Bedrooms,Population,Households,Latitude,Longitude,Distance_to_coast,Distance_to_LA,Distance_to_SanDiego,Distance_to_SanJose,Distance_to_SanFrancisco
52500,1.2404,52,314,57,178,66,36.7,-119.81,170238.5563,326862.9381,504821.0753,197972.4098,260965.1798
34400,2.1458,22,354,121,530,115,36.72,-119.78,173701.5706,327695.205,505456.5181,199666.4253,262300.4654
44100,1.3047,41,1562,322,927,277,36.72,-119.79,173072.8031,328081.3248,505889.507,198832.7783,261508.9886
45300,1.3587,35,1987,394,1233,383,36.71,-119.78,172916.7191,326692.7511,504484.4374,200061.7902,262812.9212
61800,2.1905,17,5872,1250,5034,1224,36.71,-119.74,175466.7579,325163.9896,502761.78,203394.8943,265979.0326
44400,1.5611,29,1745,441,1530,391,36.71,-119.76,174187.1524,325924.226,503620.5318,201727.4145,264394.7915
60600,2.875,24,1240,265,1035,232,36.72,-119.76,174966.1424,326929.1341,504594.3856,201335.103,263885.2003
49800,1.4577,38,1481,353,1543,372,36.71,-119.75,174825.8212,325543.0681,503190.51,202560.9253,265186.6184
50800,2.3269,34,1254,272,1056,279,36.73,-119.74,177016.7058,327179.3607,504713.5872,202621.6334,264969.2119
58500,2.1304,25,3972,842,2863,729,36.72,-119.74,176239.9284,326171.3366,503737.4022,203005.5876,265472.2747
60800,1.3343,22,3247,859,4179,881,36.72,-119.75,175601.8962,326549.1976,504165.2486,202170.1223,264678.4477
52600,1.8723,46,1347,282,854,267,36.73,-119.76,175748.7141,327934.7326,505568.8081,200948.1769,263379.3155
45500,1.4419,39,1553,363,1449,341,36.73,-119.76,175748.7141,327934.7326,505568.8081,200948.1769,263379.3155
52100,1.6325,39,2290,539,1685,536,36.73,-119.75,176381.5656,327556.0108,505140.5529,201784.6881,264173.9777
50000,2.0536,42,1236,272,946,261,36.73,-119.74,177016.7058,327179.3607,504713.5872,202621.6334,264969.2119
93100,4.7463,6,1926,303,965,316,36.75,-119.69,181761.6451,327357.3773,504560.9839,206075.1569,267972.5778
120300,2.7813,19,2788,614,1365,525,36.74,-119.67,182285.2097,325618.4274,502744.0577,208123.3148,270061.6859
62500,1.5449,17,2438,598,1563,538,36.74,-119.69,180991.98,326342.0907,503579.3279,206441.2579,268461.3266
93100,4.0027,13,2343,409,1347,405,36.75,-119.69,181761.6451,327357.3773,504560.9839,206075.1569,267972.5778
117900,4.9196,27,2845,417,1219,460,36.73,-119.67,181524.7423,324601.4176,501761.2043,208491.9667,270551.4378
171700,7.2211,30,2437,349,1005,380,36.73,-119.69,180225.8876,325327.4356,502598.2135,206812.6875,268953.7822
121600,3.5128,23,2097,385,911,405,36.74,-119.69,180991.98,326342.0907,503579.3279,206441.2579,268461.3266
108300,4.4583,25,556,79,249,71,36.71,-119.69,178704.6042,323300.0437,500637.6223,207571.4177,269949.7328
153800,2.6875,31,843,140,453,149,36.72,-119.67,180767.9146,323585.0318,500778.8899,208865.8859,271044.8643
225000,1.4007,7,2461,647,1587,551,36.73,-119.73,177654.1102,326804.7894,504287.914,203459.0075,265765.0127
65900,1.4646,9,1914,491,1116,424,36.73,-119.72,178293.7544,326432.3041,503863.5368,204296.8051,266561.3751
127200,6.8162,15,1713,246,766,232,36.72,-119.72,177522.7301,325421.8703,502885.5942,204677.8348,267061.6469
89500,0.6991,26,2645,1005,1660,991,36.72,-119.73,176880.2145,325795.5585,503310.8496,203841.4936,266266.6762
54200,2.2437,9,1621,428,678,394,36.73,-119.73,177654.1102,326804.7894,504287.914,203459.0075,265765.0127
151400,5.2608,19,3972,585,1586,560,36.73,-119.71,178935.6146,326061.9119,503440.4588,205135.0211,267358.2942
91600,3.0179,7,2456,463,1350,424,36.71,-119.72,176755.3366,324412.1001,501908.2085,205064.1843,267565.6023
70400,2.0294,15,2246,456,1190,403,36.72,-119.73,176880.2145,325795.5585,503310.8496,203841.4936,266266.6762
49300,1.7986,32,755,205,681,207,36.68,-119.73,173821.3028,321765.4004,499408.2225,205424.4942,268310.0139
88300,2.1563,36,1432,269,836,237,36.69,-119.69,177198.1677,321275.2499,498679.2359,208351.1161,270960.2669
74200,1.8355,29,1243,312,836,277,36.68,-119.76,171872.1573,322913.7082,500702.4146,202936.3465,265945.5899
92300,3.9211,20,2512,449,1464,450,36.65,-119.67,175423.889,316488.3107,493918.0479,211628.4081,274600.0563
110400,3.4107,33,1036,181,620,174,36.64,-119.63,176866.272,314007.5691,491250.2634,215355.0829,278274.9348
58000,1.6607,6,1931,422,1344,414,36.62,-119.65,174016.2754,312712.718,490134.8845,214537.2458,277746.4679
65300,3.0139,39,1237,256,638,239,36.63,-119.68,173140.9443,314840.7168,492389.5431,211638.3086,274862.4454
89500,2.9013,19,2546,463,1257,418,36.65,-119.74,170906.2056,319134.4821,496920.0485,205841.4052,269095.9957
61200,1.6602,31,834,229,616,211,36.62,-119.68,172286.4282,313832.1598,491413.6982,212064.8648,275392.9228
92800,3.5781,35,2080,365,1026,333,36.62,-119.73,169348.3802,315741.1722,493571.5403,207954.7761,271482.7731
92600,3.3438,31,1551,296,1058,287,36.59,-119.73,166869.6649,312738.9068,490661.1657,209288.1878,273116.4231
66700,2.1691,31,2214,432,1326,416,36.68,-119.8,169305.0558,324473.9212,502446.076,199625.8548,262801.6742
68400,2.77,27,1226,240,706,211,36.65,-119.78,168285.0329,320693.1756,498664.2027,202545.9606,265964.5142
96000,2.2466,30,1694,312,1008,321,36.64,-119.82,164929.4807,321292.9473,499464.6519,199698.4051,263387.2758
74200,1.7692,34,2263,423,1184,407,36.65,-119.8,166987.9954,321485.0313,499544.0252,200901.5176,264402.6528
81300,2.6146,43,524,93,302,93,36.73,-119.89,166923.0057,333043.3679,511251.9664,190115.6475,253103.1945
67900,2.0658,30,1584,316,984,300,36.72,-119.87,167647.0931,331243.3519,509399.1286,192180.9993,255199.2794
78300,2.5809,32,1485,269,867,271,36.7,-119.89,164879.7071,330077.269,508365.2213,191354.84,254689.5308
96700,3.5375,35,1191,190,537,182,36.74,-119.85,170416.7058,332430.5125,510447.6099,193044.6997,255738.7697
72000,1.4817,6,1853,473,1397,417,36.77,-119.84,173080.8385,335028.5185,512916.0269,192731.0278,255011.2495
67300,1.976,15,3291,772,1738,634,36.76,-119.83,173188.4237,333638.5183,511510.5711,193945.4266,256307.8038
48800,2.0781,41,1022,209,741,213,36.75,-119.82,173212.7095,332248.7943,510105.1899,195162.8553,257605.8764
57100,1.575,34,1186,300,774,271,36.75,-119.84,171802.3089,333031.9243,510977.2864,193490.4675,256019.6065
55600,1.3929,33,662,183,607,181,36.75,-119.83,172506.6216,332639.3557,510540.6076,194326.4342,256812.4421
67900,2.9306,48,2059,388,834,405,36.76,-119.81,174596.6501,332861.8479,510642.7612,195621.7578,257898.1636
54200,2.2029,51,2419,486,1284,426,36.76,-119.81,174596.6501,332861.8479,510642.7612,195621.7578,257898.1636
55100,1.7636,52,1827,356,855,353,36.75,-119.81,173920.5509,331860.2473,509671.0363,195999.725,258399.9039
66900,1.8971,41,1973,399,1107,375,36.76,-119.82,173891.6523,333249.1777,511076.0345,194783.3743,257102.6912
68500,1.4028,46,2194,563,924,542,36.76,-119.82,173891.6523,333249.1777,511076.0345,194783.3743,257102.6912
69200,1.6429,52,1853,437,764,390,36.76,-119.8,175303.3958,332476.5359,510210.7541,196460.5717,258694.2156
58400,1.7298,52,1788,449,1156,418,36.75,-119.8,174630.1244,331473.7218,509238.1502,196837.0375,259194.5192
57100,2.4375,52,1792,352,1049,357,36.76,-119.81,174596.6501,332861.8479,510642.7612,195621.7578,257898.1636
78400,2.3952,52,2224,418,832,406,36.76,-119.8,175303.3958,332476.5359,510210.7541,196460.5717,258694.2156
56100,1.175,52,1185,260,635,239,36.76,-119.79,176011.8684,332093.2489,509780.0167,197299.8103,259490.8418
45000,1,52,377,97,530,96,36.75,-119.79,175341.4092,331089.2247,508806.5349,197674.7874,259989.7168
59000,1.5273,46,2625,593,1368,551,36.75,-119.8,174630.1244,331473.7218,509238.1502,196837.0375,259194.5192
61300,2.1055,52,2408,498,1361,465,36.76,-119.79,176011.8684,332093.2489,509780.0167,197299.8103,259490.8418
51300,1.7344,47,1425,323,949,325,36.76,-119.78,176722.0469,331711.9938,509350.552,198139.4683,260288.037
52000,1.2937,49,1175,307,982,278,36.75,-119.78,176054.3844,330706.7633,508376.1935,198512.9689,260785.4915
46600,1.4635,43,2070,512,1925,444,36.75,-119.78,176054.3844,330706.7633,508376.1935,198512.9689,260785.4915
49800,1.75,50,1343,322,1063,342,36.76,-119.78,176722.0469,331711.9938,509350.552,198139.4683,260288.037
50600,1.4766,23,3800,1003,3786,917,36.76,-119.76,178117.4452,330955.6073,508495.4539,199820.0213,261884.1136
53400,2.19,35,1607,383,1407,382,36.75,-119.76,177324.4122,329947.9754,507519.3454,200190.6052,262378.7507
45500,1.2545,41,1576,417,1567,366,36.75,-119.76,177324.4122,329947.9754,507519.3454,200190.6052,262378.7507
49100,1.2101,40,2009,519,2219,505,36.76,-119.77,177433.911,331332.7776,508922.3633,198979.5404,261085.796
56000,1.869,43,1623,294,781,272,36.76,-119.77,177433.911,331332.7776,508922.3633,198979.5404,261085.796
54600,1.5174,43,1945,413,1492,422,36.76,-119.77,177433.911,331332.7776,508922.3633,198979.5404,261085.796
49400,1.6548,35,2347,526,1676,481,36.75,-119.76,177324.4122,329947.9754,507519.3454,200190.6052,262378.7507
69100,1.3029,52,2137,448,1194,444,36.74,-119.76,176534.8196,328941.0151,506543.7957,200566.6673,262877.1585
62800,1.8667,50,1325,280,811,281,36.74,-119.77,175907.1807,329320.5895,506972.4568,199729.1086,262081.6565
70100,3.3125,51,1454,235,729,252,36.74,-119.77,175907.1807,329320.5895,506972.4568,199729.1086,262081.6565
48300,1.7083,44,1818,412,1680,418,36.75,-119.77,176699.6587,330326.3445,507947.1292,199351.5766,261581.8378
50800,1.8641,39,2233,563,2031,491,36.75,-119.76,177324.4122,329947.9754,507519.3454,200190.6052,262378.7507
59600,2.9545,47,2236,418,1042,397,36.75,-119.74,178580.8927,329197.4148,506667.6322,201869.904,263974.2555
55600,1.2065,39,4893,1210,4749,1067,36.74,-119.74,177797.0428,328188.0555,505690.3316,202243.0621,264469.8651
51300,1.8958,39,1740,351,1098,347,36.74,-119.75,177164.7819,328563.5014,506116.4196,201404.6536,263673.2298
54200,1.9955,50,1515,294,852,297,36.75,-119.75,177951.4983,329571.6632,507092.8453,201030.0494,263176.225
55400,2.5111,49,2331,460,1290,477,36.75,-119.75,177951.4983,329571.6632,507092.8453,201030.0494,263176.225
58700,1.7994,42,2093,470,1621,438,36.76,-119.74,179368.2096,330207.4326,507645.4857,201502.1892,263482.4042
52800,1.4766,36,912,216,842,219,36.76,-119.74,179368.2096,330207.4326,507645.4857,201502.1892,263482.4042
59800,1.4107,29,2077,524,1887,489,36.76,-119.75,178741.6687,330580.49,508069.827,200660.9059,262682.9847
44500,1.3278,32,2072,497,2002,470,36.76,-119.75,178741.6687,330580.49,508069.827,200660.9059,262682.9847
69000,2.3006,23,6403,1370,3573,1260,36.76,-119.72,180628.1473,329467.5257,506800.6733,203185.9317,265082.8688
74700,2.6611,11,4832,993,2190,888,36.75,-119.72,179846.5091,328455.1378,505821.0796,203550.824,265571.9653
71300,3.1,30,1548,282,886,311,36.76,-119.73,179997.0438,329836.4422,507222.4335,202343.866,264282.3672
86900,3.9514,27,1691,282,869,337,36.75,-119.72,179846.5091,328455.1378,505821.0796,203550.824,265571.9653
64700,1.6073,14,6202,1551,5561,1435,36.74,-119.73,178431.5778,327814.6844,505265.535,203081.8876,265267.0594
67900,3.1719,39,1745,321,901,303,36.75,-119.73,179212.571,328825.2373,506243.7092,202710.1639,264772.8373
87500,2.4956,11,3626,779,1819,731,36.75,-119.7,181121.0696,327721.2008,504979.7137,205233.3254,267171.8404
88300,2.4728,18,8099,1670,4476,1514,36.74,-119.71,179707.374,327074.1952,504419.829,204760.7692,266863.1049
72000,2.3108,28,2675,527,1392,521,36.76,-119.71,181261.4963,329100.6901,506380.2086,204028.3812,265883.904
87700,3.8088,34,1768,303,888,314,36.8,-119.7,185035.3309,332801.1154,509891.7091,203477.0571,264777.7221
82000,3.6681,34,1891,323,966,355,36.79,-119.71,183618.5139,332145.1648,509324.8287,202970.5219,264443.3562
75900,2.1461,11,5112,1384,2487,1243,36.77,-119.71,182043.7687,330114.8899,507361.2117,203670.3031,265399.9337
74600,3.1417,15,2376,538,1197,510,36.8,-119.73,182957.675,333887.6623,511142.7683,200933.5205,262358.4264
78800,2.1653,16,2396,526,1338,518,36.8,-119.72,183666.8757,333523.4132,510724.4573,201781.0283,263164.3569
85700,3.1953,15,3045,689,1340,588,36.8,-119.72,183666.8757,333523.4132,510724.4573,201781.0283,263164.3569
84700,3.9338,17,2056,366,1259,367,36.8,-119.71,184377.7038,333161.2286,510307.4365,202628.8753,263970.7903
81400,3.25,17,1415,267,861,293,36.8,-119.71,184377.7038,333161.2286,510307.4365,202628.8753,263970.7903
55000,2.0536,9,1122,290,662,284,36.81,-119.71,185048.109,334177.9024,511290.573,202292.762,263502.067
66400,2.6932,31,1746,321,1186,360,36.8,-119.7,185035.3309,332801.1154,509891.7091,203477.0571,264777.7221
72800,3,25,875,156,646,166,36.8,-119.71,184377.7038,333161.2286,510307.4365,202628.8753,263970.7903
71500,2.625,23,2128,442,1047,450,36.8,-119.72,183666.8757,333523.4132,510724.4573,201781.0283,263164.3569
69200,3.7578,24,1316,249,781,260,36.8,-119.73,182957.675,333887.6623,511142.7683,200933.5205,262358.4264
87500,2.6767,15,2175,564,1194,482,36.81,-119.72,184339.958,334538.9402,511706.7399,201443.612,262694.3012
73000,2.9406,24,4410,939,2362,862,36.77,-119.73,180784.9509,330848.293,508201.7047,201983.0236,263795.6702
76900,2.5737,30,2427,482,1375,518,36.77,-119.74,180158.948,331218.1029,508623.8891,201139.9475,262994.3323
70400,2.6726,32,1962,399,1005,392,36.77,-119.75,179526.4456,331589.9758,509047.3613,200297.2534,262193.5301
74300,2.4405,35,1129,220,474,242,36.78,-119.75,180194.691,332600.1145,510025.4451,199939.1217,261707.8825
81300,2.3333,33,1145,197,508,198,36.78,-119.75,180194.691,332600.1145,510025.4451,199939.1217,261707.8825
70700,2.2467,27,4049,947,2254,882,36.78,-119.74,180906.0298,332229.4197,509602.8392,200783.2085,262510.0608
72300,2.785,36,2507,466,1227,474,36.77,-119.76,178814.0183,331963.9046,509472.1179,199454.9463,261393.2685
60200,2.1439,38,3804,814,2142,816,36.77,-119.76,178814.0183,331963.9046,509472.1179,199454.9463,261393.2685
64700,2.0564,38,3065,658,1441,625,36.77,-119.77,178103.2515,332339.8826,509898.1558,198613.031,260593.5525
67300,2.5434,36,3616,779,1994,786,36.78,-119.77,178777.001,333347.6536,510874.5036,198252.0789,260105.129
67700,1.9375,40,1411,284,609,296,36.78,-119.77,178777.001,333347.6536,510874.5036,198252.0789,260105.129
61900,1.2176,29,2554,705,2669,655,36.77,-119.77,178103.2515,332339.8826,509898.1558,198613.031,260593.5525
58100,2.3562,45,1315,256,666,240,36.77,-119.78,177394.1654,332717.9027,510325.4718,197771.5125,259794.3872
70700,1.9784,37,2185,455,1143,438,36.78,-119.78,178070.6895,333724.4841,511300.9497,197409.1325,259304.5638
60200,2.0357,30,1610,410,1000,397,36.77,-119.79,176686.7802,333097.958,510754.0626,196930.3961,258995.7777
87600,3.8105,52,2964,512,1114,486,36.77,-119.8,175981.1163,333480.0416,511183.925,196089.6868,258197.7291
73000,2.2614,50,1818,374,737,338,36.78,-119.8,176663.2346,334484.2324,512157.6597,195724.4146,257705.0819
59100,2.319,41,2227,462,1129,415,36.78,-119.79,177366.0938,334103.346,511728.6695,196566.5761,258504.5464
58700,2.3967,43,2323,502,1144,471,36.77,-119.79,176686.7802,333097.958,510754.0626,196930.3961,258995.7777
89900,3.5972,52,2281,371,839,367,36.78,-119.81,175934.3796,334867.1365,512587.9173,194882.6533,256906.1754
72200,3.15,49,1749,314,705,300,36.77,-119.81,175277.1946,333864.1464,511615.0559,195249.3899,257400.2466
78900,2.5804,48,1805,329,741,331,36.77,-119.81,175277.1946,333864.1464,511615.0559,195249.3899,257400.2466
85000,3.4265,43,2341,395,890,375,36.77,-119.81,175277.1946,333864.1464,511615.0559,195249.3899,257400.2466
83400,3.625,37,1965,364,796,335,36.78,-119.81,175934.3796,334867.1365,512587.9173,194882.6533,256906.1754
69600,2.6127,36,1370,289,812,282,36.78,-119.82,175180.7021,335252.0513,513019.4389,194041.2973,256107.8322
71300,3.0568,41,1441,274,646,296,36.77,-119.82,174575.0361,334250.2654,512047.452,194409.5108,256603.3356
65600,2.9081,36,2252,468,1117,442,36.77,-119.82,174575.0361,334250.2654,512047.452,194409.5108,256603.3356
68100,2.4286,32,2867,615,1705,570,36.77,-119.83,173834.4924,334638.3918,512481.11,193570.0549,255807.0014
71600,2.625,23,2168,503,1190,425,36.77,-119.83,173834.4924,334638.3918,512481.11,193570.0549,255807.0014
80300,2.8359,30,3162,640,1660,639,36.78,-119.83,174428.3649,335638.9698,513452.2213,193200.352,255310.0575
80200,3.6522,8,2875,548,1718,551,36.79,-119.87,171155.1623,338202.9794,516164.0746,189470.7759,251625.8707
76700,3.0938,7,1932,419,1014,389,36.79,-119.87,171155.1623,338202.9794,516164.0746,189470.7759,251625.8707
80400,3.7821,5,3821,705,2179,694,36.79,-119.89,169374.869,338996.1687,517041.6372,187790.5184,250033.8115
84500,3.4213,4,6102,1114,3406,1115,36.78,-119.87,171128.2214,337206.5432,515195.8963,189840.7865,252124.7527
79700,2.7857,8,3096,684,1454,545,36.78,-119.85,172909.0474,336418.7905,514321.5562,191519.715,253716.2354
74700,2.9853,7,2232,490,1274,499,36.78,-119.86,172018.6325,336811.6788,514758.1022,190680.0343,252920.1989
81300,2.0446,9,1142,314,620,283,36.77,-119.85,172328.542,335420.6385,513352.1994,191892.4351,254216.0852
83200,2.9315,27,1510,344,847,295,36.77,-119.85,172328.542,335420.6385,513352.1994,191892.4351,254216.0852
80100,1.8214,10,2067,450,845,354,36.76,-119.85,171734.4099,334423.2039,512383.4205,192270.8617,254719.806
81100,2.8194,24,1143,245,608,240,36.75,-119.85,171099.7933,333426.493,511415.2229,192654.9612,255227.3752
74500,2.875,34,1649,323,919,316,36.76,-119.87,170228.5286,335215.8483,513261.2839,190598.1098,253134.2148
106100,3.3125,22,1970,332,1066,319,36.79,-119.9,168484.7317,339395.6949,517482.2764,186951.042,249238.6771
126400,4.1719,17,1987,335,1152,313,36.76,-119.89,168728.2213,336016.3952,514144.1354,188927.219,251551.0756
119800,3.6204,18,1422,243,702,230,36.77,-119.92,166655.3917,338220.7052,516440.2947,186034.9429,248666.8641
89600,2.9808,38,1446,285,928,255,36.79,-120.08,152463.4693,346913.118,525621.8113,171922.4617,235035.5641
90600,2.3194,20,1745,348,1093,302,36.77,-120.21,140828.8591,350805.5995,529863.7837,162049.137,226033.642
69000,1.7,19,2020,416,1341,360,36.66,-120.1,146972.7923,335275.2709,514280.6019,176054.4428,240735.5088
112500,3.4861,26,1453,251,896,260,36.74,-119.98,160804.0136,337755.0176,516265.3857,182249.5748,245517.3836
70800,2.6852,33,1902,370,1168,358,36.7,-120,156874.0529,334703.1299,513368.3437,182315.189,246131.8442
71800,1.6168,14,3182,730,2298,721,36.74,-120.04,155944.6384,340321.9276,519020.1154,177298.7502,240838.8157
57800,1.8299,24,1961,422,1559,374,36.72,-120.05,154390.4784,338817.5638,517586.0008,177341.8778,241158.7827
83200,3.6,22,1339,251,820,276,36.72,-120.08,152191.6224,340139.6004,518988.5572,174888.1874,238841.7451
60400,1.8,32,981,237,736,249,36.72,-120.06,153655.8,339256.3942,518052.3313,176523.3074,240385.6603
88200,3.087,19,2627,502,1295,441,36.74,-120.07,153271.4457,341630.5975,520413.6467,174831.5859,238509.434
112500,3.4297,30,1233,214,620,199,36.8,-119.95,164070.7325,342409.7359,520665.6493,182383.7245,244765.24
105400,3.2813,45,1270,242,598,214,36.8,-119.99,160511.6675,344060.545,522461.384,179033.1339,241597.2201
55300,2.1618,25,1270,255,1050,245,36.8,-120.02,157842.4778,345318.4213,523820.8501,176525.2699,239228.0117
82800,2.7917,48,1341,239,671,208,36.79,-120.04,156023.5335,345190.171,523779.4028,175247.7588,238173.022
165400,3.8056,29,2205,366,1072,345,36.83,-119.91,167780.1781,343770.7024,521788.6368,184666.3648,246464.6052
61200,1.3221,30,2288,474,1435,425,36.81,-119.88,170341.1677,340591.195,518538.572,187904.8724,249840.6631
256200,7.5,8,2580,372,1111,393,36.85,-119.88,170491.6476,344584.8786,522418.0999,186524.8252,247910.8955
122500,5.1781,4,4833,784,2088,789,36.83,-119.87,171335.0455,342195.8349,520042.526,188049.1952,249669.8793
160300,6.7181,15,2563,335,1080,356,36.83,-119.85,173112.5893,341420.0906,519176.8961,189742.8711,251275.8569
141600,4.8036,11,2497,427,1101,405,36.83,-119.85,173112.5893,341420.0906,519176.8961,189742.8711,251275.8569
89300,4.7622,12,1488,253,675,223,36.82,-119.86,172168.4339,340806.525,518637.7565,189240.9684,250954.1753
91300,3.3239,9,3995,778,1691,712,36.82,-119.85,173057.615,340418.4459,518204.698,190086.5633,251756.0069
88900,5.5842,15,1387,236,638,195,36.82,-119.85,173057.615,340418.4459,518204.698,190086.5633,251756.0069
119300,5.5405,16,1852,274,887,286,36.82,-119.85,173057.615,340418.4459,518204.698,190086.5633,251756.0069
96500,4.2132,2,4055,735,1730,654,36.83,-119.88,170446.3007,342586.6394,520477.202,187202.9148,248867.7176
72100,3.3942,4,4530,1070,1804,837,36.81,-119.86,172120.2234,339806.7594,517666.988,189591.9794,251439.7494
107800,4.6726,6,1891,341,969,330,36.81,-119.87,171230.6899,340197.9976,518102.1591,188748.2263,250639.9211
68000,3.755,15,1743,310,1011,325,36.81,-119.85,173009.7681,339417.4874,517233.0618,190436.1262,252240.1426
88800,3.6563,14,1876,324,1031,311,36.8,-119.85,172969.0547,338417.2212,516261.9906,190791.5276,252728.2413
73000,2.9565,14,4177,914,2300,867,36.8,-119.85,172969.0547,338417.2212,516261.9906,190791.5276,252728.2413
67900,2.5595,18,2536,516,1196,466,36.8,-119.86,172079.1831,338807.6924,516696.7873,189948.8494,251929.2935
345900,10.5144,8,3791,487,1424,475,36.85,-119.84,174049.987,343042.8364,520693.737,189923.3768,251134.234
213900,8.9669,12,2272,304,840,305,36.84,-119.85,173140.2693,342422.4155,520149.6529,189405.0815,250799.7156
229200,8.7716,12,2396,290,863,258,36.84,-119.84,174030.0792,342038.6662,519719.5663,190253.8604,251604.9362
195900,6.8645,17,2273,298,700,263,36.83,-119.84,174001.3878,341035.1642,518745.9484,190590.2566,252079.6622
141200,6.9903,14,2351,341,1128,363,36.83,-119.83,174890.2035,340652.2105,518316.2497,191438.0006,252884.0049
123000,5.3241,14,2982,412,1408,423,36.83,-119.82,175779.0363,340271.2362,517887.8031,192286.0985,253688.8799
229700,7.4201,17,3012,408,987,362,36.83,-119.84,174001.3878,341035.1642,518745.9484,190590.2566,252079.6622
144700,6.1175,16,2868,376,1016,379,36.83,-119.82,175779.0363,340271.2362,517887.8031,192286.0985,253688.8799
167700,5.5357,17,2807,376,996,353,36.82,-119.84,173946.8101,340032.3362,517772.8865,190932.5342,252558.3895
155600,7.2909,14,1087,165,365,176,36.82,-119.83,174836.0191,339648.2026,517342.3251,191778.876,253361.318
151500,5.2809,28,2268,336,752,330,36.82,-119.82,175725.2418,339266.052,516913.0168,192625.5839,254164.7871
150900,5.0698,25,3305,551,1149,500,36.81,-119.82,175678.4673,338261.5354,515938.7842,192970.8778,254644.6583
188300,7.7062,18,2789,378,937,364,36.81,-119.84,173899.3238,339030.1882,516800.3837,191280.6616,253041.0954
187300,8.3608,10,2902,363,1200,363,36.86,-119.78,179413.1302,341800.625,519124.4864,194714.4536,255526.3304
193500,8.2737,7,4139,544,1843,562,36.86,-119.77,180302.5058,341433.0844,518704.8974,195568.1205,256337.8417
123600,5.9897,8,1519,234,711,248,36.85,-119.77,180277.2321,340420.1975,517724.2203,195883.5416,256794.931
125300,5.3886,15,1924,262,848,277,36.84,-119.77,180258.8123,339407.9303,516744.0736,196204.7556,257256.0123
124400,3.2569,15,2058,412,891,378,36.84,-119.77,180258.8123,339407.9303,516744.0736,196204.7556,257256.0123
111900,3.2147,7,4907,1075,2014,909,36.84,-119.78,179368.9868,339777.7561,517165.3601,195353.6468,256447.193
79500,2.8274,12,782,166,292,164,36.85,-119.78,179387.6146,340788.8777,518144.6567,195031.1432,255984.7618
128300,4.2071,8,3468,675,1604,626,36.86,-119.78,179413.1302,341800.625,519124.4864,194714.4536,255526.3304
54000,1.9511,11,2596,619,1765,539,36.85,-119.79,178498.0006,341159.5629,518566.3583,194179.0533,255175.0841
51700,1.7926,22,1529,375,1543,395,36.84,-119.79,178479.1634,340149.5908,517587.9131,194502.8578,255638.8733
145000,3.7656,7,6434,1201,2733,1045,36.86,-119.8,177634.3954,342541.7036,519967.4534,193008.0158,253904.7627
94400,4.2304,17,2340,370,1174,396,36.85,-119.81,176718.7838,341906.9225,519413.5449,192475.8154,253557.2219
158800,5.4868,7,2289,342,1077,354,36.84,-119.82,175809.7062,341277.082,518863.1397,191952.4522,253216.9591
119300,3.3229,9,2340,544,860,520,36.84,-119.82,175809.7062,341277.082,518863.1397,191952.4522,253216.9591
126000,4.049,19,6789,1200,2325,1109,36.83,-119.81,176667.8858,339892.2479,517460.6117,193134.5455,254494.2821
135500,5.6445,10,5780,922,2712,883,36.83,-119.81,176667.8858,339892.2479,517460.6117,193134.5455,254494.2821
69300,2.3667,11,2754,663,1328,604,36.83,-119.78,179334.5323,338767.2658,516186.5998,195681.9357,256913.6024
93000,3.2143,25,2330,462,1215,467,36.82,-119.79,178392.9895,338131.5644,515632.6429,195167.8562,256578.3872
95800,4.3315,17,1560,261,709,258,36.83,-119.8,177556.7518,339515.2523,517034.6786,193983.337,255300.2065
72200,2.2215,15,3356,694,1232,627,36.83,-119.79,178445.6341,339140.256,516610.0069,194832.4686,256106.6482
105200,3.4167,23,4358,819,1852,802,36.82,-119.79,178392.9895,338131.5644,515632.6429,195167.8562,256578.3872
53500,1.7708,22,4241,1147,1929,971,36.82,-119.78,179282.2647,337757.4124,515208.3789,196015.981,257383.9682
121200,3.4542,24,5377,1005,2010,982,36.82,-119.8,177503.7272,338507.7262,516058.1726,194320.0787,255773.3267
143300,5.4513,33,3972,594,1324,561,36.81,-119.81,176568.0548,337880.1954,515509.8691,193816.5486,255447.258
169300,6.3359,43,1951,288,725,308,36.8,-119.8,177418.5334,336494.6453,514106.8077,195010.8341,256731.3935
160100,6.1575,38,2252,325,777,314,36.8,-119.81,176528.622,336875.1671,514535.327,194166.2012,255929.6588
90100,3.8571,24,3756,681,1586,739,36.8,-119.83,174748.8224,337642.2144,515396.1479,192478.0826,254327.8354
99500,2.9471,33,1670,256,528,250,36.8,-119.82,175638.7183,337257.6924,514965.1081,193321.949,255128.4711
88800,3.5958,29,2806,552,1242,540,36.8,-119.81,176528.622,336875.1671,514535.327,194166.2012,255929.6588
80800,3.125,16,6101,1200,3407,1134,36.8,-119.83,174748.8224,337642.2144,515396.1479,192478.0826,254327.8354
72700,3.4074,16,2849,506,1508,478,36.8,-119.84,173858.9345,338028.7263,515828.4431,191634.607,253527.757
66900,2.0469,19,3244,776,1463,710,36.8,-119.84,173858.9345,338028.7263,515828.4431,191634.607,253527.757
65600,3.3272,35,1872,363,1054,369,36.79,-119.83,174715.8206,336640.2461,514423.9017,192836.3504,254816.9947
66200,2.5223,35,1789,357,933,357,36.78,-119.83,174428.3649,335638.9698,513452.2213,193200.352,255310.0575
